hakeem_article_number,production_title,number_parsed_from_title,production_article_id,seed_number_parsed_from_title,present_in_seed,bm25_code,normalized_text_sha256_16,text_excerpt,issue,severity,recommended_action
564,المادة الخامسة والستون بعد الخمسمائة,565,cmpwihbfz02vjnxff3637poaf,565,نعم,a1824,c7c8b2d8044ef83a,ينتهي عقد المضاربة بموت أحد المتعاقدين أو الحجر عليه أو إعساره أو افتتاح إجراء التصفية له. إذا انتهى عقد المضاربة بموت ا,الصف يحمل عنوان ونص المادة الرسمية 565 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 564
565,المادة السادسة والستون بعد الخمسمائة,566,cmpwihbs402vlnxffhau50yx0,566,نعم,a1825,cb76b102a0c69ba4,المشاركة في الناتج عقد يسلم رب المال بمقتضاه شيئًا غير قابل للاستهلاك لمن يستغله مقابل جزء شائع من الناتج.,الصف يحمل عنوان ونص المادة الرسمية 566 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 565
566,المادة السابعة والستون بعد الخمسمائة,567,cmpwihc4b02vnnxffj2yf6odq,567,نعم,a1826,2cf97b14c12d8f3f,يلزم رب المال تمكين العامل من العمل وفق المتفق عليه، ويلزم العامل بذل عناية الشخص المعتاد في العمل والمحافظة على المال. ,الصف يحمل عنوان ونص المادة الرسمية 567 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 566
567,المادة الثامنة والستون بعد الخمسمائة,568,cmpwihcgi02vpnxff1zl2pi9z,568,نعم,a1827,639b3fe11f8887a8,يستحق كل متعاقد نصيبه من الناتج بتحققه، ويجوز الاتفاق على طريقة حساب الناتج ومواعيد استحقاقه. إذا انتهى عقد المشاركة في ,الصف يحمل عنوان ونص المادة الرسمية 568 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 567
568,المادة التاسعة والستون بعد الخمسمائة,569,cmpwihcsn02vrnxffmg21knsu,569,نعم,a1828,b104662733ee3c5a,إذا أبطل عقد المشاركة في الناتج، فالناتج لرب المال وللعامل أجر مثل عمله ما لم تكن المواد التي تولد منها الناتج من العامل,الصف يحمل عنوان ونص المادة الرسمية 569 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 568
569,المادة السبعون بعد الخمسمائة,570,cmpwihd4u02vtnxffbefd6kta,570,نعم,a1829,296e2edec7ad59d1,ينتهي عقد المشاركة في الناتج بانقضاء الأجل، أو بإنجاز العمل. ينتهي عقد المشاركة في الناتج بموت العامل إن كان مقصودًا لشخ,الصف يحمل عنوان ونص المادة الرسمية 570 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 569
570,المادة الحادية والسبعون بعد الخمسمائة,571,cmpwihdh502vvnxff8zhy1vv9,571,نعم,a1830,68d00bea178a6870,المشاركة الزراعية عقد تسلم بمقتضاه أرض أو شجر لمن يعمل عليها مزارعة أو مساقاة مقابل جزءٍ شائع من الناتج.,الصف يحمل عنوان ونص المادة الرسمية 571 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 570
571,المادة الثانية والسبعون بعد الخمسمائة,572,cmpwihdtc02vxnxffly8px9e3,572,نعم,a1831,24cda6b0576567f9,يصح في عقد المشاركة الزراعية أن يكون البذر أو الغراس من رب المال أو من العامل أو منهما جميعًا.,الصف يحمل عنوان ونص المادة الرسمية 572 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 571
572,المادة الثالثة والسبعون بعد الخمسمائة,573,cmpwihe5j02vznxffqf0skd47,573,نعم,a1832,ba25865bcc5009df,لا يصح اشتراط أن يكون نصيب أحد المتعاقدين مقدارًا غير شائع من الناتج أو ناتج موضع معين من الأرض أو الشجر.,الصف يحمل عنوان ونص المادة الرسمية 573 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 572
573,المادة الرابعة والسبعون بعد الخمسمائة,574,cmpwihehp02w1nxffk7pfcvzf,574,نعم,a1833,52c3c48abae0f7f1,إذا لم تُعين مدة عقد المشاركة الزراعية أو عُيِّنت مدة لا تحتمل بلوغ الحصاد أو الجذاذ؛ تعيَّنت مدة العقد بدورة زراعية واح,الصف يحمل عنوان ونص المادة الرسمية 574 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 573
574,المادة الخامسة والسبعون بعد الخمسمائة,575,cmpwihetv02w3nxff9uehiwwl,575,نعم,a1834,bbacad449e93fdc6,إذا امتنع العامل عن إتمام العمل جاز لرب المال -بعد إعذاره العامل- أن يستأجر على نفقة العامل من يكمل العمل وفق أحكام الما,الصف يحمل عنوان ونص المادة الرسمية 575 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 574
575,المادة السادسة والسبعون بعد الخمسمائة,576,cmpwihf6102w5nxffndrzkvbq,576,نعم,a1835,a18ea6159c99932a,يستحق كل متعاقد نصيبه من الناتج بظهوره، فإذا انقضت المدة قبل ظهوره لم يستحق أحد المتعاقدين شيئًا على الآخر. وإذا انقضت ب,الصف يحمل عنوان ونص المادة الرسمية 576 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 575
576,المادة السابعة والسبعون بعد الخمسمائة,577,cmpwihfi802w7nxff45dd24nz,577,نعم,a1836,390209e0100e9bef,للعامل طلب فسخ عقد المشاركة الزراعية إذا حدث له عذر طارئ قبل ظهور الناتج يتعلق بتنفيذ العقد، ويستحق أجر مثل عمله وقيمة م,الصف يحمل عنوان ونص المادة الرسمية 577 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 576
577,المادة الثامنة والسبعون بعد الخمسمائة,578,cmpwihfue02w9nxff2ns8plox,578,نعم,a1837,d2fa0b41cda772f5,الكفالة عقدٌ يلتزم بمقتضاه الكفيل للدائن بأن يفي بالتزام على المدين إذا لم يَفِ به المدين نفسه.,الصف يحمل عنوان ونص المادة الرسمية 578 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 577
578,المادة التاسعة والسبعون بعد الخمسمائة,579,cmpwihg6l02wbnxffu6r3qhv3,579,نعم,a1838,b921aced3b24da6a,تنعقد الكفالة بين الكفيل والدائن، ويعد سكوت الدائن إذا وجه إليه الإيجاب قبولًا للكفالة. لا يتوقف انعقاد الكفالة على قبول,الصف يحمل عنوان ونص المادة الرسمية 579 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 578
579,المادة الثمانون بعد الخمسمائة,580,cmpwihgir02wdnxffvhn033tx,580,نعم,a1839,c4ed32c82509e73b,يجب في عقد الكفالة أن يكون الكفيل كامل الأهلية. الكفالة من المريض مرض الموت لا تنفذ في حق الورثة فيما زاد على (ثلث) التر,الصف يحمل عنوان ونص المادة الرسمية 580 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 579
580,المادة الحادية والثمانون بعد الخمسمائة,581,cmpwihgux02wfnxffqohio3vo,581,نعم,a1840,5ff2c7acd0d3b186,لا تكون الكفالة صحيحة إلا إذا كان الالتزام المكفول به صحيحًا.,الصف يحمل عنوان ونص المادة الرسمية 581 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 580
581,المادة الثانية والثمانون بعد الخمسمائة,582,cmpwihh7202whnxffz550vx76,582,نعم,a1841,e36e8f8092e4aeb8,يصح أن تكون الكفالة منجزةً أو معلقةً على شرط أو مؤقتةً أو مضافةً إلى أجل.,الصف يحمل عنوان ونص المادة الرسمية 582 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 581
582,المادة الثالثة والثمانون بعد الخمسمائة,583,cmpwihhj802wjnxff2vr9ai29,583,نعم,a1842,d6a88f9b15f3103f,تصح الكفالة في الدين المستقبل إذا حدد مقدمًا مقدار المكفول به، وتصح في الدين المعلق على شرط. للكفيل في الدين المستقبل إذ,الصف يحمل عنوان ونص المادة الرسمية 583 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 582
583,المادة الرابعة والثمانون بعد الخمسمائة,584,cmpwihhve02wlnxffv4voioi9,584,نعم,a1843,f96bd43981e91afb,إذا كانت الكفالة في مبلغ أكبر مما هو مستحق على المدين وبشروط أشد من المكفول فيه لم تصح إلا في قدر الدين المستحق على المد,الصف يحمل عنوان ونص المادة الرسمية 584 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 583
584,المادة الخامسة والثمانون بعد الخمسمائة,585,cmpwihi7k02wnnxfflxa5n48w,585,نعم,a1844,0f5e93eb620106f2,إذا وقعت الكفالة مطلقة فإن التزام الكفيل يتبع التزام المدين معجلًا كان أو مؤجلًا.,الصف يحمل عنوان ونص المادة الرسمية 585 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 584
585,المادة السادسة والثمانون بعد الخمسمائة,586,cmpwihijy02wpnxffri8bfkkw,586,نعم,a1845,60098d348f145c1a,تصح كفالة الدين الحالّ كفالة مؤجلة، وللدائن مطالبة المدين به حالًّا، وليس له مطالبة الكفيل به إلا عند حلول الأجل.,الصف يحمل عنوان ونص المادة الرسمية 586 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 585
586,المادة السابعة والثمانون بعد الخمسمائة,587,cmpwihj2702wrnxffxpr916df,587,نعم,a1846,6f26718d331ce8cb,لا يطالب الكفيل في الكفالة المؤقتة إلا بالالتزامات المترتبة مدة الكفالة.,الصف يحمل عنوان ونص المادة الرسمية 587 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 586
587,المادة الثامنة والثمانون بعد الخمسمائة,588,cmpwihjed02wtnxfffp3ysc3l,588,نعم,a1847,bbe4c3b1d9e40e26,تبرأ ذمة الكفيل بقدر ما أضاعه الدائن بخطئه من ضمانات الدين. يقصد بضمانات الدين: كل ما خصص لضمان الدين ولو تقرر بعد الكفا,الصف يحمل عنوان ونص المادة الرسمية 588 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 587
588,المادة التاسعة والثمانون بعد الخمسمائة,589,cmpwihjqj02wvnxffcpro1zsx,589,نعم,a1848,be7e7b0cad1e6321,إذا حلَّ الدين ولم يطالب الدائن المدين به جاز للكفيل إذا لم يكن متضامنًا مع المدين أن يُعذر الدائن باتخاذ الإجراءات ضد ا,الصف يحمل عنوان ونص المادة الرسمية 589 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 588
589,المادة التسعون بعد الخمسمائة,590,cmpwihk2p02wxnxffzljx3oyt,590,نعم,a1849,0b520af0a8279e10,إذا افتتح أيٌّ من إجراءات التصفية للمدين وفق النصوص النظامية ولم يتقدم الدائن بمطالبته بالدين وفق ذلك الإجراء سقط حقه في,الصف يحمل عنوان ونص المادة الرسمية 590 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 589
590,المادة الحادية والتسعون بعد الخمسمائة,591,cmpwihkew02wznxff7allpgwu,591,نعم,a1850,38999265a5d0312b,ليس للدائن أن يرجع على الكفيل وحده إلا بعد رجوعه على المدين، ولا أن ينفذ على أموال الكفيل إلا بعد تجريده المدين من أموال,الصف يحمل عنوان ونص المادة الرسمية 591 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 590
591,المادة الثانية والتسعون بعد الخمسمائة,592,cmpwihkr302x1nxffsplat65l,592,نعم,a1851,63fc48c2ff41c8ef,إذا طلب الكفيل التجريد لزمه أن يقوم على نفقته بإرشاد الدائن إلى أموال للمدين تفي بالدين كله، ولا عبرة بالأموال إذا كانت ,الصف يحمل عنوان ونص المادة الرسمية 592 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 591
592,المادة الثالثة والتسعون بعد الخمسمائة,593,cmpwihl3902x3nxffstewou0u,593,نعم,a1852,d9c006927ce63dee,تقتضي الكفالة النظامية والقضائية تضامن الكفلاء مع المدين وتضامنهم فيما بينهم.,الصف يحمل عنوان ونص المادة الرسمية 593 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 592
593,المادة الرابعة والتسعون بعد الخمسمائة,594,cmpwihlfl02x5nxff2cj682yn,594,نعم,a1853,95002650e32ed92c,إذا كان الدين موثَّقًا بضمانٍ عيني قبل الكفالة أو معها ولم يكن الكفيل متضامنًا مع المدين؛ فلا يجوز التنفيذ على أموال الك,الصف يحمل عنوان ونص المادة الرسمية 594 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 593
594,المادة الخامسة والتسعون بعد الخمسمائة,595,cmpwihlrq02x7nxffdo3m935h,595,نعم,a1854,bf7c2561a6505bcd,إذا تعدد الكفلاء بدين واحد جازت مطالبة كل منهم بكل الدين إلا إذا كفلوا جميعًا في عقد واحد ولم يشترط فيه تضامنهم فلا يطال,الصف يحمل عنوان ونص المادة الرسمية 595 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 594
595,المادة السادسة والتسعون بعد الخمسمائة,596,cmpwihm3w02x9nxffo78yq0cq,596,نعم,a1855,73a27a49c16036f8,إذا كان الكفلاء متضامنين فيما بينهم ووفى أحدهم الدين؛ كان له أن يرجع على كل واحد من الباقين بحصته في الدين وبنصيبه في حص,الصف يحمل عنوان ونص المادة الرسمية 596 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 595
596,المادة السابعة والتسعون بعد الخمسمائة,597,cmpwihmg202xbnxffo2sxuhuj,597,نعم,a1856,83dcbc0fd27b0ef8,للكفيل بمقتضى عقد الكفالة أن يرجع على المدين بما وفى عنه وبما دفعه من نفقات اقتضاها العقد؛ إذا كانت الكفالة بعلم المدين ,الصف يحمل عنوان ونص المادة الرسمية 597 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 596
597,المادة الثامنة والتسعون بعد الخمسمائة,598,cmpwihms802xdnxff2tw33gy5,598,نعم,a1857,b45a8587d8171a47,إذا وفى الكفيل الدين فعلى الدائن أن يسلمه جميع المستندات اللازمة لاستعمال حقه في الرجوع على المدين. إذا وفى الكفيل الدين,الصف يحمل عنوان ونص المادة الرسمية 598 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 597
598,المادة التاسعة والتسعون بعد الخمسمائة,599,cmpwihn4f02xfnxffnphvwzu1,599,نعم,a1858,c1dc5488cb4f4dbe,إذا وفى الكفيل الدين كان له أن يحل محل الدائن في جميع ما له من حقوق قِبَل المدين، وإذا لم يوفِ إلا بعض الدين، فلا يرجع ب,الصف يحمل عنوان ونص المادة الرسمية 599 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 598
599,المادة الستمائة,600,cmpwihngk02xhnxffezce13uy,600,نعم,a1859,b185e7b2882d9298,إذا وفى الكفيل عوضًا عن الدين شيئًا آخر فإنه يرجع على المدين بالدين أو بما وفاهُ فعلًا أيهما أقل. إذا صالح الكفيل الدائن,الصف يحمل عنوان ونص المادة الرسمية 600 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 599
600,المادة الأولى بعد الستمائة,601,cmpwihnsq02xjnxff18j20a83,601,نعم,a1860,372cac5a889593bb,يلزم المدين أن يعلم الكفيل عن أي سبب يقتضي انقضاء الدين أو بطلانه، فإن لم يفعل ووفى الكفيل الدين عند الاستحقاق كان له ال,الصف يحمل عنوان ونص المادة الرسمية 601 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 600
601,المادة الثانية بعد الستمائة,602,cmpwiho4w02xlnxffarw3vjcv,602,نعم,a1861,8c17fc32ea973fbb,إذا كان المدينون متضامنين فلمن كفلهم جميعًا الرجوع على أي منهم بكل ما وفاه من الدين. الفرع الثالث: انتهاء عقد الكفالة,الصف يحمل عنوان ونص المادة الرسمية 602 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 601
602,المادة الثالثة بعد الستمائة,603,cmpwihoh102xnnxffw44k4c7q,603,نعم,a1862,8a5a33c1dd8229b1,يبرأ الكفيل بمجرد براءة المدين، وللكفيل -ولو كان متضامنًا- أن يتمسك بجميع الدفوع التي يحتج بها المدين؛ ما لم يكن ما يحتج,الصف يحمل عنوان ونص المادة الرسمية 603 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 602
603,المادة الرابعة بعد الستمائة,604,cmpwihot802xpnxfflz2tmnjf,604,نعم,a1863,d0c36adf1f4eeaf0,إذا قبل الدائن أن يستوفي في مقابل الدين شيئًا آخر برئت ذمة الكفيل ولو استحق هذا الشيء.,الصف يحمل عنوان ونص المادة الرسمية 604 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 603
604,المادة الخامسة بعد الستمائة,605,cmpwihp5e02xrnxffkyi10o35,605,نعم,a1864,e5a81072a24684e9,إذا أحال المدين أو الكفيل الدائن بالدين المكفول به أو بجزء منه على آخر حوالةً صحيحةً برئ المدين والكفيل في حدود هذه الحو,الصف يحمل عنوان ونص المادة الرسمية 605 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 604
605,المادة السادسة بعد الستمائة,606,cmpwihphk02xtnxffom810x5q,606,نعم,a1865,21dcc4270bc2a296,لا ينتهي عقد الكفالة بموت الكفيل أو المدين، ويبقى الالتزام على تركة من مات منهما. الفصل الثاني: عقد التأمين,الصف يحمل عنوان ونص المادة الرسمية 606 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 605
606,المادة السابعة بعد الستمائة,607,cmpwihptq02xvnxffnd13xznh,607,نعم,a1866,3f5cf570a599d953,تسري على عقد التأمين النصوص النظامية الخاصة به. القسم الثالث: الحقوق العينية الباب الأول: الحقوق العينية الأصلية الفصل ا,الصف يحمل عنوان ونص المادة الرسمية 607 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 606
607,المادة الثامنة بعد الستمائة,608,cmpwihq5w02xxnxff14n92l92,608,نعم,a1867,dd6e7e436e111e6f,حقُّ الملكية يخول المالك وحده في حدود النظام استعمال الشيء المملوك واستغلاله والتصرف فيه. لمالك الشيء وحده الحق في كل ثم,الصف يحمل عنوان ونص المادة الرسمية 608 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 607
608,المادة التاسعة بعد الستمائة,609,cmpwihqi302xznxff8lbvegq9,609,نعم,a1868,5a81dc05b81a29e0,مالك الشيء يملك كلَّ ما يُعدُّ من عناصره الجوهرية، وهو ما لا يمكن فصله عنه دون أن يهلك أو يتلف أو يتغير. كل من ملك أرضًا,الصف يحمل عنوان ونص المادة الرسمية 609 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 608
609,المادة العاشرة بعد الستمائة,610,cmpwihqu902y1nxff3bv7pokb,610,نعم,a1869,9ed268a99377cd77,لا يُمنع أحد من ملكه ولا ينزع ملكه منه إلا في الأحوال التي تقررها النصوص النظامية. ثانيًا: قيود الملكية,الصف يحمل عنوان ونص المادة الرسمية 610 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 609
610,المادة الحادية عشرة بعد الستمائة,611,cmpwihr6f02y3nxffxqfh4wpo,611,نعم,a1870,42d0dc967ade71ab,على المالك أن يتقيَّد في استعمال حقه بما تقضي به النصوص النظامية من قيود مقررة للمصلحة العامة أو الخاصة.,الصف يحمل عنوان ونص المادة الرسمية 611 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 610
611,المادة الثانية عشرة بعد الستمائة,612,cmpwihrin02y5nxffl7qmufgv,612,نعم,a1871,e4b82031053e5193,إذا تعلق بالملك حقٌّ للغير فليس للمالك أن يتصرف فيه تصرفًا ضارًّا إلا بإذن صاحب الحق.,الصف يحمل عنوان ونص المادة الرسمية 612 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 611
612,المادة الثالثة عشرة بعد الستمائة,613,cmpwihruw02y7nxffjq1zlihg,613,نعم,a1872,b403d56c16009a63,على المالك ألا يغلو في استعمال حقه إلى حد يضر بملك الجار. ليس للجار أن يرجع على جاره في مضار الجوار المألوفة التي لا يمك,الصف يحمل عنوان ونص المادة الرسمية 613 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 612
613,المادة الرابعة عشرة بعد الستمائة,614,cmpwihs7302y9nxffqyjry2cf,614,نعم,a1873,9af35581093b53bc,إذا كان الحائط مشتركًا بين اثنين (أو أكثر) فلا يجوز لأي منهما أن يحدث أي تغيير فيه بما يتنافى مع الغرض الذي أعدَّ له بغي,الصف يحمل عنوان ونص المادة الرسمية 614 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 613
614,المادة الخامسة عشرة بعد الستمائة,615,cmpwihsj902ybnxff3js0rg2f,615,نعم,a1874,6a4805a128157b2e,للشريك في الحائط المشترك أن يعليه على نفقته إذا كانت له مصلحة جديّة في ذلك، بشرط ألا يلحق بشريكه ضررًا جسيمًا. إذا لم يك,الصف يحمل عنوان ونص المادة الرسمية 615 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 614
615,المادة السادسة عشرة بعد الستمائة,616,cmpwihsve02ydnxffbeb0he79,616,نعم,a1875,f27296eecaf4fb50,ليس لمالك الحائط أن يهدمه إن كان الهدم يضر بالجار الذي يستتر ملكه بالحائط، إلا إذا كان هناك سبب مُعتبر للهدم.,الصف يحمل عنوان ونص المادة الرسمية 616 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 615
616,المادة السابعة عشرة بعد الستمائة,617,cmpwiht7p02yfnxffjnz568tg,617,نعم,a1876,48267a56c63a9247,ليس للمالك أن يشترط في تصرفه -عقدًا كان أو وصية- شرطًا يمنع المتصرف إليه من التصرف في مال إلا إذا كان هذا الشرط لمدة معق,الصف يحمل عنوان ونص المادة الرسمية 617 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 616
617,المادة الثامنة عشرة بعد الستمائة,618,cmpwihtjv02yhnxffdea4bn37,618,نعم,a1877,dc58d1cfc7c3b97e,إذا كان الشرط المانع من التصرف صحيحًا وفقًا للمادة (السابعة عشرة بعد الستمائة) من هذا النظام، فكل تصرف مخالف له يكون باط,الصف يحمل عنوان ونص المادة الرسمية 618 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 617
618,المادة التاسعة عشرة بعد الستمائة,619,cmpwihtw102yjnxffjqbs283q,619,نعم,a1878,6fcfbde8c325617b,إذا تملك أكثر من شخص شيئًا دون أن تفرز حصة كل منهم فهم شركاء على الشيوع، وتكون حصصهم متساوية، ما لم يقم الدليل على خلاف ,الصف يحمل عنوان ونص المادة الرسمية 619 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 618
619,المادة العشرون بعد الستمائة,620,cmpwihu8802ylnxff54cvp137,620,نعم,a1879,6d7f4c596c59420c,لكل شريك في الملك التصرف في حصته واستغلالها واستعمالها؛ وذلك دون إذن من باقي الشركاء بشرط ألا يلحق ضررًا بحقوقهم. إذا كا,الصف يحمل عنوان ونص المادة الرسمية 620 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 619
620,المادة الحادية والعشرون بعد الستمائة,621,cmpwihuqf02ynnxffjaupxlva,621,نعم,a1880,8dbed9067d2acf05,تكون إدارة المال الشائع من حق الشركاء مجتمعين ما لم تقتضِ النصوص النظامية أو الاتفاق خلاف ذلك، وإذا تولى أحد الشركاء الإ,الصف يحمل عنوان ونص المادة الرسمية 621 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 620
621,المادة الثانية والعشرون بعد الستمائة,622,cmpwihv2r02ypnxffj8yx4qur,622,نعم,a1881,7441aa397c8796f6,إذا اختلف الشركاء في إدارة المال الشائع كان رأي الأغلبية في الإدارة المعتادة ملزمًا لجميع الشركاء وخلفهم العام والخاص، و,الصف يحمل عنوان ونص المادة الرسمية 622 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 621
622,المادة الثالثة والعشرون بعد الستمائة,623,cmpwihvex02yrnxff8od970mg,623,نعم,a1882,5e9f6ad67d9c2b02,للشركاء الذين يملكون ما لا يقل عن ثلاثة أرباع المال الشائع أن يقرروا في سبيل تحسين الانتفاع بهذا المال من التغييرات الأس,الصف يحمل عنوان ونص المادة الرسمية 623 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 622
623,المادة الرابعة والعشرون بعد الستمائة,624,cmpwihvr302ytnxff0ymjdxu7,624,نعم,a1883,e33a12e8c42361dd,لكل شريك على الشيوع الحق في أن يتخذ من الوسائل ما يحفظ المال الشائع ولو كان ذلك دون موافقة باقي الشركاء.,الصف يحمل عنوان ونص المادة الرسمية 624 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 623
624,المادة الخامسة والعشرون بعد الستمائة,625,cmpwihw3902yvnxff548t9ajx,625,نعم,a1884,f3e005852076b416,يتحمل نفقات إدارة المال الشائع وحفظه وسائر النفقات الناتجة عن الشيوع أو المقررة على المال؛ جميع الشركاء كل بقدر حصته، وذ,الصف يحمل عنوان ونص المادة الرسمية 625 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 624
625,المادة السادسة والعشرون بعد الستمائة,626,cmpwihwfg02yxnxff1il2mjv7,626,نعم,a1885,077578152ec5c112,إذا اتفق جميع الشركاء على القسمة صحت ولو أنقصت منفعة المال أو قيمته.,الصف يحمل عنوان ونص المادة الرسمية 626 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 625
626,المادة السابعة والعشرون بعد الستمائة,627,cmpwihwrm02yznxfflhmozuht,627,نعم,a1886,3d9fd1b26c15016c,يجوز لمن يريد الخروج من الشيوع أن يطلب القسمة القضائية ما لم يوجد اتفاق أو نص نظامي يمنع من ذلك أو يتبين من الغرض الذي خ,الصف يحمل عنوان ونص المادة الرسمية 627 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 626
627,المادة الثامنة والعشرون بعد الستمائة,628,cmpwihx3s02z1nxffg70yrpnn,628,نعم,a1887,fe7c74add2194bd7,إذا طلب أحد الشركاء قسمة المال الشائع وامتنع الباقون، وكان المال قابلًا للقسمة عينًا دون أن يترتب على ذلك تعطل الانتفاع ,الصف يحمل عنوان ونص المادة الرسمية 628 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 627
628,المادة التاسعة والعشرون بعد الستمائة,629,cmpwihxfy02z3nxffv7rn19yh,629,نعم,a1888,b2d494330be08e92,لدائن أي شريك أن يعترض على أن تتم قسمة المال الشائع أو أن يباع في المزاد بغير إدخاله، وذلك بالتدخل أمام المحكمة إن كانت ,الصف يحمل عنوان ونص المادة الرسمية 629 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 628
629,المادة الثلاثون بعد الستمائة,630,cmpwihxs402z5nxffjlbgl5bn,630,نعم,a1889,e9d3bae1075099e8,إذا ظهر دين على الميت بعد قسمة التركة لزم كل واحدٍ من الورثة نصيبه من الدَّين في الحصة التي آلت إليه من التركة.,الصف يحمل عنوان ونص المادة الرسمية 630 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 629
630,المادة الحادية والثلاثون بعد الستمائة,631,cmpwihy4a02z7nxffwhiqv21o,631,نعم,a1890,2e0b2c3b87dc7e53,يجوز نقض القسمة الاتفاقية إذا أثبت المتقاسم أنه قد لحقه منها غبن ويجب أن ترفع الدعوى خلال السنة التالية للقسمة، وللطرف ا,الصف يحمل عنوان ونص المادة الرسمية 631 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 630
